;Opp_name;annee;PTS_diff;AST_diff;TRB_diff;FGA;TOV;PF;BLK_diff;STL_diff
507;Matt Dellavedova;2020;0.9449365745539887;0.042764793294999055;-0.17876294457873443;7.72;0.96;1.76;0.16352152212181587;0.12933022654688378
508;Maurice Harkless;2020;0.568383443988767;-0.08205961977341407;-0.16002092686297195;11.4;1.36;2.88;-0.16757831939407059;-0.07994319614444166
509;Maurice Harkless;2021;-4.155355084076783;-0.8238958823026052;-0.16321583110826474;4.363636363636363;1.0;1.8181818181818181;-0.4217106267471926;0.47403520781851777
510;Max Strus;2020;;;;;;;;
511;Max Strus;2021;-1.1719031897752894;0.6599134467491548;0.0015505203203770236;6.0;0.9230769230769231;0.8461538461538461;-0.21011928155593315;-0.12127524233401771
512;Meyers Leonard;2020;0.8791420484545179;-0.5570573992848351;0.45540634895319887;10.26923076923077;1.5;3.076923076923077;0.3956169113034492;-0.04737847690977893
513;Meyers Leonard;2021;0.5151515151515147;-0.8522727272727273;-1.4649621212121207;4.0;1.5;1.5;-0.5378787878787878;0.24431818181818188
514;Mfiondu Kabengele;2020;4.323668493282381;-0.12399305805914067;-0.41943162608855883;7.833333333333333;0.6666666666666666;2.5;-0.09509367414137047;0.3718983083775968
515;Mfiondu Kabengele;2021;-0.06838354039631665;-0.10101232779301288;-0.07291676602729372;5.066666666666666;0.6;1.8666666666666667;0.28573915615190526;-0.11684860205679569
516;Michael Carter-Williams;2020;-2.797249298828704;-0.09447754238480408;-0.9730484105758438;5.631578947368421;1.0526315789473684;1.263157894736842;0.03813086971788739;-0.04851586599501738
517;Michael Carter-Williams;2021;0.4602953897081888;-0.5969993646482907;-0.2906691812554133;10.133333333333333;1.9333333333333333;2.6;-0.08516946983620555;-0.27911623253935186
518;Michael Porter,;2020;0.44540479717530507;-0.2086720833094567;-1.063393455953692;5.095238095238095;0.7142857142857143;2.238095238095238;0.09072087826950129;-0.18840446677317288
